area_code,area_name,period,value,indicator,measure,unit,significance
E47000001,Greater Manchester,2012/13,46.4,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Not compared
E47000001,Greater Manchester,2013/14,55.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Not compared
E47000001,Greater Manchester,2014/15,53.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Not compared
E92000001,England,2012/13,37.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Not compared
E06000001,Hartlepool,2012/13,67.1,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000002,Middlesbrough,2012/13,86,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000003,Redcar and Cleveland,2012/13,56.1,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000004,Stockton-on-Tees,2012/13,87.2,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000005,Darlington,2012/13,26.1,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Better
E06000006,Halton,2012/13,27.7,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Better
E06000007,Warrington,2012/13,35.4,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000008,Blackburn with Darwen,2012/13,36.3,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000009,Blackpool,2012/13,116.2,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000010,Kingston upon Hull,2012/13,60.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000011,East Riding of Yorkshire,2012/13,36.7,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000012,North East Lincolnshire,2012/13,67.6,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000013,North Lincolnshire,2012/13,23,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Better
E06000014,York,2012/13,35.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000015,Derby,2012/13,39.5,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000016,Leicester,2012/13,67.8,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000017,Rutland,2012/13,42.6,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000018,Nottingham,2012/13,70.3,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000019,Herefordshire,2012/13,54.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000020,Telford and Wrekin,2012/13,36.6,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000021,Stoke-on-Trent,2012/13,64.7,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000022,Bath and North East Somerset,2012/13,36.2,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000023,Bristol,2012/13,44.7,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000024,North Somerset,2012/13,23,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Better
E06000025,South Gloucestershire,2012/13,33.9,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Similar
E06000026,Plymouth,2012/13,58.8,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000027,Torbay,2012/13,70.6,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
E06000028,Bournemouth,2012/13,66.2,"Children on child protection plans: Rate per 10,000 children <18","per 10,000",Persons,Worse
