area_code,area_name,period,value,indicator,measure,unit,significance
E47000001,Greater Manchester,2011,23.9,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2012,22.8,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2013,21.1,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2014,21.2,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2015,20,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2016,18.4,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2017,17.5,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E47000001,Greater Manchester,2018,16.2,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Worse
E92000001,England,2011,19.8,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2011,18.2,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2012,19.3,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2012,19.2,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2013,18.4,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2013,19.2,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2014,17.8,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2014,15.8,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2015,16.9,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2015,16.4,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2016,15.5,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2016,12.6,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Better
E92000001,England,2017,14.9,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2017,12.7,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
E92000001,England,2018,14.4,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Not compared
E08000009,Trafford,2018,13.5,Smoking Prevalence in adults - current smokers (APS),Proportion,Persons,Similar
