area_code,area_name,period,indicator,measure,unit,value
E92000001,England,2012-13,Fly-tipping incidents,Count,Incidents,714637
E92000001,England,2013-14,Fly-tipping incidents,Count,Incidents,857655
E92000001,England,2014-15,Fly-tipping incidents,Count,Incidents,905604
E92000001,England,2015-16,Fly-tipping incidents,Count,Incidents,941895
E92000001,England,2016-17,Fly-tipping incidents,Count,Incidents,1011199
E92000001,England,2017-18,Fly-tipping incidents,Count,Incidents,997553
E08000009,Trafford,2012-13,Fly-tipping incidents,Count,Incidents,1104
E47000001,Greater Manchester,2012-13,Fly-tipping incidents,Count,Incidents,38307
E08000009,Trafford,2013-14,Fly-tipping incidents,Count,Incidents,1360
E47000001,Greater Manchester,2013-14,Fly-tipping incidents,Count,Incidents,43274
E08000009,Trafford,2014-15,Fly-tipping incidents,Count,Incidents,1724
E47000001,Greater Manchester,2014-15,Fly-tipping incidents,Count,Incidents,44992
E08000009,Trafford,2015-16,Fly-tipping incidents,Count,Incidents,1487
E47000001,Greater Manchester,2015-16,Fly-tipping incidents,Count,Incidents,46105
E08000009,Trafford,2016-17,Fly-tipping incidents,Count,Incidents,2649
E47000001,Greater Manchester,2016-17,Fly-tipping incidents,Count,Incidents,52804
E08000009,Trafford,2017-18,Fly-tipping incidents,Count,Incidents,2837
E47000001,Greater Manchester,2017-18,Fly-tipping incidents,Count,Incidents,38099
